"from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count"
"1530258666992232","Namlun Didong","Repost lại tập 8 series MLR Tutorial với kết quả mở rộng.","2017-02-12T18:43:47+0000","link","http://rpubs.com/ledongnhatnam/249423","472656846222343_745522138935811",NA,17,2,0
"1412242695487170","Linh Pham","Hi cả nhà,
Mình có data như sau:
id rule no_of_participants
1 1 4
2 2,3 6,8
3 4 2
trong đó có id 2 thõa mãn 2 rules: 2 và 3 với no_of_participants tương ứng là 6 và 8.
Mình muốn tách quan sát thứ 2 thành 2 quan sát riêng biệt tương ứng với mỗi rule và output sẽ như sau:
id rule no_of_participants
1 1 4
2 2 6
2 3 8
3 4 2

Rất mong được các bạn giúp đỡ (data in attached)","2017-02-12T12:26:39+0000","status",NA,"472656846222343_745355795619112",NA,0,2,0
"1860259990910347","Phuc Trinh","http://www.listendata.com/2016/02/propose-your-crush-with-r.html :D","2017-02-13T17:35:06+0000","link","http://www.listendata.com/2016/02/propose-your-crush-with-r.html","472656846222343_746001215554570",NA,18,0,2
"1298955620186423","Phat Chau","em xin chào mọi người
mọi người giúp em với
mọi người có thể cho em xin sách mà liên quan đến packages :""dplyr""
em xin cảm ơn","2017-02-09T04:23:27+0000","status",NA,"472656846222343_743586159129409",NA,5,7,2
"10206049751402436","Dương Lê Hoàng","TỰ HỌC DPLYR VỚI PACKAGE ""SWIRL""

Chào mọi người,
Mình thấy các câu hỏi liên quan đến cleaning và transform data rất hay xuất hiện trong group nên xin giới thiệu package ""swirl"", có thể dùng để học cách vận dụng dplyr để transform data, và các ứng dụng khác của R thông qua phương thức tương tác trên dòng lệnh.
Mọi người cài swirl bằng 

install.packpages(""swirl"")
library(""swirl"")
swirl()

sau đó theo hướng dẫn để cài course mà mình quan tâm nhé.","2017-02-13T04:00:43+0000","photo","https://www.facebook.com/photo.php?fbid=10205954500421221&set=gm.745726118915413&type=3","472656846222343_745726118915413",NA,14,0,0
"1530258666992232","Namlun Didong","Bài này sẽ hướng dẫn các bạn sử dụng vòng lặp trong R để dựng 50 mô hình Mixed linear tổ hợp giữa 10 outcomes và 5 predictor, trong bộ số liệu PISA 2013.

","2017-02-08T19:17:42+0000","link","http://rpubs.com/ledongnhatnam/248362","472656846222343_743406829147342",NA,11,3,2
"10212424694997184","Trinh Dinh Hoang","Hi,

I met the problem below and do not know how to find and fix the error, please help. Thanks!

 LeafData<- read.table(file=""D:/0.Wildcru2017/1. Distance learning/3.Statistics and R/RBasicSkills/LeafSizes.txt"",sep=""\t"",header=TRUE)
Error in file(file, ""rt"") : cannot open the connection
In addition: Warning message:
In file(file, ""rt"") :
  cannot open file 'D:/0.Wildcru2017/1. Distance learning/3.Statistics and R/RBasicSkills/LeafSizes.txt': No such file or directory","2017-02-09T02:50:47+0000","status",NA,"472656846222343_743557292465629",NA,0,3,0
"10155116806962188","Ha Do","moi cac data scientist vao tra loi, minh k lam chuyen ve data nen chi tra loi dc co 5/20 cau thoi hi hi
","2017-01-26T23:28:02+0000","link","https://www.quora.com/What-are-20-questions-to-detect-fake-data-scientists","472656846222343_736626053158753",NA,16,4,2
"1451674964905185","Tamu Le","Xin sách.
Mình đang đọc về quy hoạch thực nghiệm, nếu anh/chị nào có quyển https://www.crcpress.com/Design-and-Analysis-of-Experiments-with-R/Lawson/p/book/9781439868133 cho mình xin với nhé. Cám ơn anh/chị nhiều !","2017-01-19T14:33:23+0000","link","https://www.crcpress.com/Design-and-Analysis-of-Experiments-with-R/Lawson/p/book/9781439868133","472656846222343_732167343604624",NA,13,5,0
"10210845468545723","Vịt Trần","Giới thiệu cách vẽ hyetograph và Discharge  bằng ggplot2 và highcharter cho các bạn nào cần. Chúc các bạn vui.","2017-02-07T18:56:49+0000","link","http://rpubs.com/tkvit/248048","472656846222343_742861682535190",NA,21,0,2
"1530258666992232","Namlun Didong","CARET đấu với MLR: Tại sao Grid-based Tuning + Feature selection đáng tin cậy hơn quy trình tự động ?","2017-02-03T12:18:43+0000","link","http://rpubs.com/ledongnhatnam/246827","472656846222343_740508929437132",NA,9,0,1
"1530258666992232","Namlun Didong","Lần đầu tiên chúng tôi kết hợp Machine learning và Survival analysis. Trong bài giới thiệu 2 mô hình Cox-PH cổ điển và Cox Boosting, cùng tất cả những kỹ thuật ML cho 2 mô hình này.","2017-01-31T20:43:21+0000","link","http://rpubs.com/ledongnhatnam/246047","472656846222343_739106536244038",NA,28,0,3
"10208725271269151","Dung Nguyen Chi","Chi tiết tinh tế khi chia dữ liệu của hàm createDataPartition

Các thuật toán Machine Learning thường được sử dụng cho việc dự báo và mức chính xác trong dự báo của các thuật toán, ngoài những cái khác, là phụ thuộc đáng kể vào phân chia dữ liệu thành dữ liệu kiểm định và dữ liệu huấn luyện mà một trong các mấu chốt của phân chia dữ liệu là đảm bảo rằng các nhóm (các lớp) ở bộ dữ liệu huấn luyện và kiểm định phải có phân phối tương đương nhau (Calrk, 1997; Willet, 1999).

http://rpubs.com/chidungkt/245369

Bài viết này cũng là một phản hồi trước câu hỏi của Vịt Trần về việc xài caret khi làm ML hay làm thủ công bằng các gói riêng biệt.","2017-01-29T10:17:14+0000","status",NA,"472656846222343_737828703038488",NA,12,1,2
"1913258532222776","Tran Quy Phi",NA,"2017-01-27T23:42:54+0000","photo","https://www.facebook.com/photo.php?fbid=1897805237101439&set=gm.737126699775355&type=3","472656846222343_737126699775355",NA,21,0,0
"1530258666992232","Namlun Didong","MLM Case 52: The ROC curve as we know is just a two dimensioned line plot that shows the relationship between Sensitivity and 1-Specificity of a given classifier. So ANY classification rule (not a diagnostic test by its own, but any rule that implies stand-alone or combined clinical data, including symtomps, laboratory markers and medical imaging, simple or sophisticated algorithm…) could be visually evaluated by a ROC curve.

","2017-01-25T21:30:27+0000","link","http://rpubs.com/ledongnhatnam/244316","472656846222343_736016813219677",NA,9,1,1
"10210845468545723","Vịt Trần","#Rvui
Nếu làm với R nhiều, bằng cách này hoặc cách khác bạn sẽ phải sử dụng dplyr và data.table, hai gói package soái ca soái tỉ này.

Serie Rvui trở lại, chúc các bạn năm mới Tết đến ăn mau chóng lớn, được nhiều lì xi hoặc lì xi được nhiều người :)","2017-01-25T14:58:17+0000","link","http://rpubs.com/tkvit/244552","472656846222343_735820393239319",NA,21,0,0
"10210845468545723","Vịt Trần","MLM Case Study 57

Bác sĩ Nam đã giới thiệu với các bạn cách tiếp cận case study 57 bằng 2 mô hình Support Vector Machine và Extreme Gradient Boosting Tree. 

Mình xin được tiếp tục bài này bằng một cách nhìn khác : ""Liệu có đáng để làm một mô hình phức tạp hơn rất nhiều để cải thiện độ chính xác của mô hình một vài phần trăm? Bạn sẽ chọn thời gian tính toán hay độ chính xác của mô hình""

Bài này không chủ ý trau chuốt phần visualization nên hơi khô khan.","2017-01-24T04:11:53+0000","link","http://rpubs.com/tkvit/244156","472656846222343_734921556662536",NA,11,0,2
"1530258666992232","Namlun Didong","Đây là 1 thí nghiệm đặc biệt, nó khác với tất cả những nghiên cứu mà ta thường thấy, vì ở đây câu hỏi không phải là Dự báo (điều gì sẽ xảy ra), mà là ""Ta sẽ phải làm gì ?"". Như vậy mục tiêu là dùng Machine learning để giúp đưa ra quyết định đúng trong việc lựa chọn phương pháp điều trị. Và kết quả xuất ra của mô hình cây chính là 1 phác đồ điều trị đấy các bạn.

","2017-01-22T23:21:27+0000","link","http://rpubs.com/ledongnhatnam/243806","472656846222343_734175610070464",NA,17,0,3
"1530258666992232","Namlun Didong","Case study 7 in MLM project: Tại sao nên áp dụng Machine learning vào nghiên cứu, ngay cả cho mục tiêu diễn dịch ?

","2017-01-22T14:26:57+0000","link","http://rpubs.com/ledongnhatnam/243708","472656846222343_733896063431752",NA,8,0,1
"812309398919376","TuanVu Dang","Hi cả nhà, 

Cho em hỏi chút: 
Em đọc nội dung từ 1 file HTML thẳng vào content của outlook mà bị lỗi hình ảnh ( thiếu mất cái graph trong file HTML), có ai đã từng gặp và biết cách khắc phục không ạ. Em cảm ơn.!!

PS: bên dưới bao gồm code, nội dung outlook nhận và nội dung markdown.","2017-01-21T12:05:43+0000","photo","https://www.facebook.com/photo.php?fbid=788850704598579&set=gm.733135093507849&type=3","472656846222343_733135093507849",NA,2,2,0
"10208725271269151","Dung Nguyen Chi","Đây có là một trong những cuốn sách hay nhất về R cho thống kê. Hàng mới năm 2016 của Wiley. 

PS.  theo quy định của G này mình không post link download được. Tuy nhiên bạn nào cần sách có thể inbox với mình.","2016-06-16T20:59:32+0000","photo","https://www.facebook.com/photo.php?fbid=10206728542392177&set=gm.618516938302999&type=3","472656846222343_618516938302999",NA,213,134,8
"1530258666992232","Namlun Didong","The 57th case study (Chapter 13 - Machine Learning in Medicine-Cookbook Three  by T. J. Cleophas and A. H. Zwinderman, Springer, 2014) allows us to set up a duel match between 2 monsters in ML world: Extreme Gradient Boosting Tree versus Support Vector Machine. Who will be the winner ? 

","2017-01-20T11:49:11+0000","link","http://rpubs.com/ledongnhatnam/243186","472656846222343_732557040232321",NA,10,0,1
"10155161088099189","Mai Huong To","Các bác ơi, cho em hỏi 1 chút về lỗi này với : 
Em muốn vẽ boxplot của các biến (numeric) theo ID thì gặp lỗi Error: ggplot2 doesn't know how to deal with data of class numeric
---
rx0<-data.frame(rx0)
par(mfrow=c(2,3))
par(bg=""grey90"")
for(i in 4:9) {
  ggplot(rx0[, i], aes(x=rx0$ID, rx0[, i], colour = rx0$ID)) + geom_boxplot(show.legend = F) +   geom_hline(yintercept = mean(rx0[, i]), color = ""gold"")
}

----- 
Tuy nhiên, nếu em vẽ bình thường thì lại ok, nhưng lại không vẽ được được hline= yintercept = mean(rx0[, i])

for(i in 4:9) {
  boxplot(rx0[ ,i] ~ rx0$ID, col = rainbow(2), main=names(rx0$ID)[i])
}

Em cảm ơn ạ <3","2017-01-20T03:31:37+0000","status",NA,"472656846222343_732412900246735",NA,0,2,0
"1530258666992232","Namlun Didong","Dự án Machine learning in Medicine: Case study số 46: Dùng Cluster analysis để khai thác thông tin trong bộ dataset các biomarker cho bệnh viêm phổi.

Bài này đặt trọng tâm vào đồ họa, rất nhiều chiêu thức đã được sử dụng.

","2017-01-17T23:28:03+0000","link","http://rpubs.com/ledongnhatnam/242506","472656846222343_731310143690344",NA,30,2,3
"10210845468545723","Vịt Trần","Sau một thời gian lăn tăn, mình rút ra kết luận như vậy: package caret hay mlr chỉ tiện dụng khi bạn muốn làm exploration các mô hình khác nhau, nhưng không thể nào thay thế được cách viết thủ công, dùng từng package riêng lẻ. Không biết các bạn có ý kiến thế nào?","2017-01-17T00:14:43+0000","status",NA,"472656846222343_730761027078589",NA,7,5,0
"10208725271269151","Dung Nguyen Chi","Chào cả nhà ạ, 

Mình có bài toán này và mong nhận được ý kiến phản hồi từ mọi người: 

http://rpubs.com/chidungkt/242457

Cảm ơn các bạn rất nhiều.","2017-01-17T19:16:28+0000","link","http://rpubs.com/chidungkt/242457","472656846222343_731206187034073",NA,14,2,0
"1253776067993234","Nguyen Hiep","Nhờ các bạn, các bác tiền bối giúp đỡ.
1. Em có bảng số liệu gồm: 
Cỡ mẫu 100 và, mỗi đối tượng nhận các giá trị:
Time (0- 180 days),
PF (0-3)
CVF (0-3)
Activity (0-3)
Biến time cần phân nhóm lại theo tuần: 1, 2, 3, ..... 26
2. Câu hỏi đặt ra là: 
Em muốn vẽ một biểu đồ gồm 3 line graphs thể hiện sự biến thiên giá trị trung bình của PF, CVF, Activity, theo thời gian (tuần 1, 2, 3 ...) 
(như hình dưới_vẽ bằng exel_ cần thêm error bars)

Em cảm ơn nhiều.

Code cho group từ time (day) sang tuần:
fibrosis <-read.csv(""AI"" , header = TRUE)
fibrosis$week[Time <=7] <- 1 
fibrosis$week[Time > 7 & Time <= 14] <- 2 
fibrosis$week[Time > 14 & Time <= 21] <- 3 
fibrosis$week[Time > 21 & Time <= 28] <- 4 
fibrosis$week[Time > 28 & Time <= 35] <- 5 
fibrosis$week[Time > 35 & Time <= 42] <- 6 
fibrosis$week[Time > 42 & Time <= 49] <- 7 
fibrosis$week[Time > 49 & Time <= 56] <- 8 
fibrosis$week[Time > 56 & Time <= 70] <- 10 
fibrosis$week[Time > 70 & Time <= 84] <- 12 
fibrosis$week[Time > 84 & Time <= 98] <- 14 
fibrosis$week[Time > 98 & Time <= 112] <- 16 
fibrosis$week[Time > 112 & Time <= 126] <- 18 
fibrosis$week[Time > 126 & Time <= 140] <- 20 
fibrosis$week[Time > 140 & Time <= 154] <- 22 
fibrosis$week[Time > 154 & Time <= 168] <- 24 
fibrosis$week[Time > 168 & Time <= 180] <- 26","2017-01-17T12:58:22+0000","status",NA,"472656846222343_731059047048787",NA,1,3,1
"10210845468545723","Vịt Trần","[Machine Learning] Mình có một câu hỏi nhỏ, sau khi các bạn nắm tương đối về các thuật toán ML, lập trình bắt đầu kha khá, bước tiếp theo để nâng cao tư duy trong ML sẽ là gi? Và đối với bạn đỉnh cao của ML là ở đâu?

Vì đặt trong ngữ cảnh, các package bây giờ càng ngày càng tiện sử dụng, điển hình như caret và mlr, nếu chỉ đơn giản là cho chạy một loạt các mô hình rồi dựa trên các thông số phán thì e là quá dễ.

Riêng mình đang trau dồi phần feature engineering nhưng quá khó khó quá.","2016-12-25T23:15:55+0000","status",NA,"472656846222343_718889441599081",NA,10,9,0
"1530258666992232","Namlun Didong","Case study số 31 trong dự án Machine learning in medicine là 1 trường hợp khó chịu. Mục tiêu của chúng ta là áp dụng được Bootstrap và Kfold cross validation cho 1 linear mixed model. Do chủ đề này chưa từng được hỗ trợ trong cả caret và mlr, tác giả phải làm thủ công toàn bộ. Sau đây là báo cáo kết quả:

","2017-01-18T09:19:22+0000","link","http://rpubs.com/ledongnhatnam/241926","472656846222343_731520083669350",NA,25,0,1
"1264476596972172","Tom Duong","Em xin phép group, em có 1 câu hỏi ạ:
Em kiểm tra chiều dài sợi cây theo độ tuổi ở 2 vị trí trồng khác nhau (Y ~ X | site), sau khi plot em thấy rằng mối liên quan giữa 2 biến ở dạng đường cong (tuổi thấp, chiều dài tăng mạnh, về sau ổn định). Câu hỏi của em là xây dựng mô hình tiên đoán Y ~ X theo site trên R như thế nào ạ?
Rất mong các anh chị giúp đỡ.","2017-01-17T03:32:40+0000","status",NA,"472656846222343_730824243738934",NA,2,1,0
"1474530155892412","Le Nguyen","Mọi người ơi làm thế nào để cài R bản mới nhất nhỉ? Thanks.","2017-01-15T23:41:12+0000","status",NA,"472656846222343_730188140469211",NA,1,3,0
"1264476596972172","Tom Duong","Mọi người trong nhóm ai có tài liệu nói về  Non-linear regression model in R cho em xin với ạ? Em trân thành cảm ơn.","2017-01-16T09:13:02+0000","status",NA,"472656846222343_730430630444962",NA,1,2,1
"1298955620186423","Phat Chau","mọi ngưởi ơi xin giúp đỡ cho em với
Em có 1 file dữ liệu khoàng 1 triệu dòng
Trong dữ liệu có cột khách hàng, em muốm đềm khách hàng có mã phiếu giống nhau thì làm như thế nào mọi người","2017-01-16T04:11:17+0000","status",NA,"472656846222343_730298840458141",NA,2,2,0
"10210265532367664","Khánh Nguyễn","Chào anh, chị,
Anh chị nào có bản mềm cuốn sách này  ""Research methodology in applied economics"" của tác giả ""Don Ethridge"" xuất bản năm 2004 thì cho em xin với ạ. Em xin chân thành cảm ơn !
P/s: xin cảm ơn admin đã duyệt bài.","2017-01-16T02:37:17+0000","photo","https://www.facebook.com/photo.php?fbid=10209891041685631&set=gm.730255730462452&type=3","472656846222343_730255730462452",NA,4,1,0
"1233065793428203","Quang Hưng Phạm","Em chào anh chị và các bạn!
Cho em xin hỏi có anh, chị hoặc bạn nào đã từng ước lượng mô hình: Smooth Transition Regression(STR) hoặc Threshold Autoregressivie(TAR) bằng phần mềm R chưa cho em xin chỉ giáo chút kinh nghiệm ạ.

Em xin cảm ơn nhiều!","2017-01-13T00:50:41+0000","status",NA,"472656846222343_728587770629248",NA,0,1,0
"1530258666992232","Namlun Didong","Machine learning in Medicine project: Case study N°40

Body surface area (BSA) is an indicator for metabolic body mass, and is used for adjusting other physiological parameters. In clinical practice, BSA is usually approximated from Weight and Height using the Dubois formula (A polynomial model). This study aims to verify whether a model based on Bayesian regularization-feed-forward neural network - BRNN algorithm could be applied to accurately predict the body surface from gender, age, weight and height?

Materials and method

The original dataset was provided in Chaper 17, Machine Learning in Medicine—Cookbook Two (T. J. Cleophas and A. H. Zwinderman, SpringerBriefs in Statistics 2014). The target variable is BSA (in cm2) of 90 persons, calculated using direct photometric measurements. The features include: Gender, Age, Height and Weight.

Data analysis was performed in R statistical programming language. A BRNN algorithm based model was trained using brnn and mlr package. The final model's performance was evaluated by a resampling process that based on cross-validation. Attribution of each predictors to the predicted BSA was graphically evaluated using the Partial dependence function method.

","2017-01-14T20:50:26+0000","link","http://rpubs.com/ledongnhatnam/241767","472656846222343_729565800531445",NA,5,2,3
"1530258666992232","Namlun Didong","2 tựa sách mới xuất bản của Springer
, cả 2 đều có R codes","2016-11-01T10:57:16+0000","photo","https://www.facebook.com/photo.php?fbid=1358187660866001&set=gm.687444734743552&type=3","472656846222343_687444734743552",NA,70,19,5
"10210845468545723","Vịt Trần","Series Machine learning in Medicine tiếp tục với case study số 7: sử dụng Factor Analysis và Partial Least Squares Path Modelling.

Phần này được làm chung với bạn Hùng MPH, làm việc với bạn H rất là thoải mái, hiệu quả và vui. Cám ơn bạn.
Bài này tương đối đặc biệt hơn các bài khác vì thứ nhất mới đầu hơi rối với các thuật ngữ trong sách, thứ hai là Partial Least Square Path Modelling là cả một chân trời mới với bạn H và mình, thứ 3 nữa là trong khi làm phát hiện ra một vài sai sót trong sách (cả phần theory lẫn phần cookbook), cả hai đã phải rất đấu tranh để xác định lại là sách nhầm chứ không phải mình nhầm. 

Rất vui nếu mọi người có thể góp ý hoặc chỉ ra những sai sót.","2017-01-13T21:26:58+0000","link","http://rpubs.com/tkvit/241593","472656846222343_729060533915305",NA,28,0,2
"1530258666992232","Namlun Didong","R mỗi ngày 1 chút: Data reshape sử dụng package tidyverse

","2017-01-12T15:00:19+0000","link","http://rpubs.com/ledongnhatnam/241251","472656846222343_728319463989412",NA,14,0,4
"1530258666992232","Namlun Didong","Thí dụ minh họa cho sự tiện lợi của Toán tử pipe trong R:

Trong bài này, Bs. Khả Nhi sẽ minh họa ứng dụng của toán tử Pipe (%>%) bằng 1 thí dụ mang tính chất ""sinh lý học""

Giả sử ta có 1 hàm (function) cho phép ước tính gần đúng giá trị áp suất riêng phần khí O2 tại 1 trong 3 vị trí: Khí quản, Phế nang, và Động mạch nếu biết giá trị PO2 ở đầu vào.

Nếu áp dụng hàm này 3 lần với các tùy chỉnh PO2 và level khác nhau, ta sẽ có 3 kết quả khác nhau.

1 cách làm khác là đưa 1 giá trị duy nhất PO2 vào 1 quy trình liên hoàn nhờ toán tử Pipe.

Toán tử Pipe có cơ chế rất đơn giản: kết quả xuất ra của hàm đi trước sẽ được dùng như dữ liệu đầu vào của hàm tiếp theo. Từ đó ta có 1 quy trình liên hoàn, như 1 đường ống nước.

Thí dụ khác tương tự: Bạn có thể dùng Pipe để minh họa cho chu trình Krebs để tính số lượng ATP ở mỗi giai đoạn chuyển hóa Glucose...

","2017-01-12T14:14:19+0000","link","http://rpubs.com/ledongnhatnam/241247","472656846222343_728303523991006",NA,29,0,4
"10210845468545723","Vịt Trần","mlr có một trang tutorial khá là đủ nên sử dụng cũng không đến nỗi khó lắm. Hơn nữa một khi đã quen với caret thì qua mlr cũng không bỡ ngỡ. Tuy nhiên với bản thân mình thì mình thích dùng caret hay mlr để explore hơn, khi đã định hình mô hình và methodology đẩy đủ, viết bằng tay vẫn linh động hơn.

Xin lỗi vì bài viết dưới, mình mới rớt IELTS xong nên vẫn đang học :) Không phải mình thích viết tiếng anh hơn tiếng việt.","2017-01-09T05:33:11+0000","link","http://rpubs.com/tkvit/240571","472656846222343_726455797509112",NA,29,3,4
