"CountryCode","CountryName","IndicatorName","IndicatorCode","Year","Perct","Region","IncomeGroup"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",1994,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",1997,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",1999,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",2010,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",2006,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",1992,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",2004,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",2000,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",2012,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",2003,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",2011,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",2007,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",1991,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",1995,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",1990,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",1996,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",2015,34.04,"Europe & Central Asia","High income"
"AND","Andorra","Forest area (% of land area)","AG.LND.FRST.ZS",1993,34.04,"Europe & Central Asia","High income"
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2005,3.45,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",1998,3.55,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2002,3.49,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2010,3.42,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2014,2.82,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2003,3.48,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2009,3.43,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",1996,3.58,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2013,2.84,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",1994,3.62,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",1995,3.6,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",1997,3.57,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2012,2.86,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2006,3.45,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2001,3.5,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2004,3.47,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",1999,3.53,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2000,3.51,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",1993,3.63,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2011,2.87,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",1990,3.68,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2015,2.8,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",1991,3.67,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2008,3.43,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",1992,3.65,"",""
"ARB","Arab World","Forest area (% of land area)","AG.LND.FRST.ZS",2007,3.44,"",""
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2013,3.83,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2014,3.85,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",1998,3.55,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2002,3.72,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2010,3.8,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2000,3.71,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2003,3.72,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2009,3.78,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2005,3.73,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2012,3.82,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",1994,3.24,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",1995,3.32,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",1997,3.47,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",1999,3.63,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2006,3.74,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2001,3.71,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2004,3.73,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",1996,3.4,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",1990,2.93,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",1993,3.16,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2011,3.81,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2007,3.76,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2015,3.86,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",1991,3.01,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",2008,3.77,"Middle East & North Africa","High income"
"ARE","United Arab Emirates","Forest area (% of land area)","AG.LND.FRST.ZS",1992,3.09,"Middle East & North Africa","High income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2002,11.4,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2013,10.12,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2014,10.02,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",1998,11.86,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2009,10.57,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2010,10.45,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2000,11.64,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2003,11.27,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2011,10.34,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2005,11.03,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2012,10.23,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",1994,12.28,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",1995,12.18,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",1997,11.96,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",1999,11.75,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2006,10.91,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2001,11.52,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2004,11.15,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",1996,12.07,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",1990,12.71,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",1993,12.39,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2008,10.68,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2007,10.8,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",2015,9.91,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",1991,12.61,"Latin America & Caribbean","Upper middle income"
"ARG","Argentina","Forest area (% of land area)","AG.LND.FRST.ZS",1992,12.5,"Latin America & Caribbean","Upper middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2003,11.68,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2002,11.68,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2013,11.65,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2014,11.65,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",1998,11.71,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2009,11.63,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2010,11.63,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2000,11.7,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",1994,11.74,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2011,11.63,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2005,11.66,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2012,11.64,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2006,11.65,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",1995,11.73,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",1997,11.72,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",1999,11.7,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",1990,11.77,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2001,11.69,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2004,11.67,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",1996,11.72,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2015,11.66,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",1993,11.75,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2008,11.64,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",2007,11.65,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",1991,11.75,"Europe & Central Asia","Lower middle income"
"ARM","Armenia","Forest area (% of land area)","AG.LND.FRST.ZS",1992,11.75,"Europe & Central Asia","Lower middle income"
"ASM","American Samoa","Forest area (% of land area)","AG.LND.FRST.ZS",2013,88.05,"East Asia & Pacific","Upper middle income"
"ASM","American Samoa","Forest area (% of land area)","AG.LND.FRST.ZS",2003,89.75,"East Asia & Pacific","Upper middle income"
"ASM","American Samoa","Forest area (% of land area)","AG.LND.FRST.ZS",2002,89.9,"East Asia & Pacific","Upper middle income"
"ASM","American Samoa","Forest area (% of land area)","AG.LND.FRST.ZS",2000,90.25,"East Asia & Pacific","Upper middle income"
"ASM","American Samoa","Forest area (% of land area)","AG.LND.FRST.ZS",2014,87.9,"East Asia & Pacific","Upper middle income"
